Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,new_feature_1,new_feature_2,new_feature_3,new_feature_4,new_feature_5,new_feature_6,new_feature_7,new_feature_8,new_feature_9,new_feature_10,new_feature_11,new_feature_12,new_feature_13,new_feature_14,new_feature_15,new_feature_16,new_feature_17,new_feature_18,new_feature_19,new_feature_20,new_feature_21,new_feature_22,new_feature_23,new_feature_24,new_feature_25,new_feature_26,new_feature_27,new_feature_28,new_feature_29,new_feature_30,new_feature_31,new_feature_32,new_feature_33,new_feature_34,new_feature_35,new_feature_36,new_feature_37,new_feature_38,new_feature_39,new_feature_40,new_feature_41,new_feature_42,new_feature_43,new_feature_44,new_feature_45,new_feature_46,new_feature_47,new_feature_48,new_feature_49,new_feature_50,new_feature_51,new_feature_52,new_feature_53,new_feature_54,new_feature_55,new_feature_56
33,33,56,-1.8122225757939883,6.687154970127711,-3.6419176242723106,-0.3454545859853601,-6.5439059714309815,-0.23242379612549505,2.292476172686581,-1.8819534529119035,4.698438707726248,-3.6820716750342584,-1.0151484468939556,-2.5229818625540155,-0.1894009345269785,-1.0803273257859913,2.3066593509729385,1.3434519905651523,-2.329460457073918,1.5626742507989382,0.13566510443306562,1.988316132436347,2.905188662258173,-0.391496780235759,-2.4915330722105895,2.4654991192280282,3.043125516937282,-0.15111644106763225,1.9035838453062413,0.8731304266302995,0.4517656983377084,0.19201025475521105,0.5872220245283836,-0.29879316109890136,-1.8548147554346828,0.6549194075341793,1.243491233926411,0.8402557747961026,-0.115843658483452,-1.4021933507037694,0.6516155369663206,0.5733539102423465,-0.10942926179331819,-0.6911853365278862,1.1107955768415376,-0.9528874743474197,0.7754181885501069,-0.5297663591908032,-0.4022796735677848,0.06458535446554786,0.02401999674646434,-0.3511413555102998,0.6462944365421586,-0.04887199755961269,-0.4042641158891008,0.27375080064762897,0.025567849141242733,0.19784308013804486
30,3,56,-6.42920194200827,8.208833797824497,-0.22814689444190828,8.026290862538554,-6.485307903612488,4.38909365275698,2.575085167421276,-8.122282442788714,0.4867855648686366,-0.7189231952786553,0.09080708561446175,-1.3431181621527828,-1.1726078622541671,0.6972141274841316,2.436006895587301,-1.2063312852236059,-0.27823259099728864,1.3612530130052058,0.03951993661366964,-1.1587106645024736,-0.013060652026781215,-1.4186881669662954,-1.367893845065905,1.4902904011405103,1.3376944745230082,0.8773609818231862,-0.7272997404365003,1.5701321089379277,1.0343512683111862,0.8102517432590641,-0.8353529498081416,-0.8383998157437025,1.3489046348900857,-1.0741357280502306,-0.16641035317450184,1.2130014593565452,1.424805457437331,1.1000468393646905,-0.22445589435436852,0.6496593706944966,-0.5647858121400859,-0.07185663589878478,0.8856345596926358,-1.2084788319838116,0.5159340196546377,0.18305137148001918,0.32007255281441266,-0.5491461060570825,0.4293086084641466,-0.07078365543796161,1.2969421531425052,0.7432446214851467,0.781884841741817,-0.06600607107148944,0.6255313872255622,0.2051591052980986
13,30,56,-4.636526888991729,3.081758873904015,-0.20163026985374313,4.513830890661661,-3.4448089876733823,-0.3785376556759783,-0.033492469602420895,-4.693994386580561,3.1755345391863545,-3.2759417978625747,2.1860201472612513,-1.2336154422569767,-1.8874951218511673,-0.1963232911648654,4.818282077550675,-2.09840267149407,-1.2081520326529493,3.0515342775978684,-0.314827351424664,-0.7730489479416897,-1.4422108767194084,-1.2953370713153916,0.5625427738264092,1.7691416387408971,0.9561561958492583,1.3235606384996488,-1.4944900889269874,-0.4837490216218717,1.3558681485550252,2.010469135953659,-0.9188095219171345,-1.0328161177284474,-0.5532703919664258,-1.0761202116758186,-0.43514083453379515,-0.4472407595363565,0.8776690450071456,0.3690190026660761,-0.16135866388348596,1.003017237159925,-0.07381180879117595,-0.14614078503027528,0.49604851728936383,-0.23351317276882874,-0.4168815612753638,0.40104397397260644,-1.1456946169903484,-0.16105049476596203,-0.3430628900543073,-0.15793948463008256,0.3012622413496409,-0.09885121335585054,0.36971313986086807,-0.25759314301189273,-0.12859512401664977,-0.19104241182059142
13,30,56,-2.033135320879761,5.574049378077651,-0.9771399959171466,0.7328950682023447,2.986661120275704,4.048778185683419,0.17925995239245604,-5.297824085640455,3.5779733348538025,-3.5342657244006004,-0.8111043812416977,3.1193958489746874,-2.170407881776383,-0.18297014393532754,5.791756611760884,-1.3348593191797766,-2.2912759618597573,1.777320709292104,-1.4385749146118387,-2.0845184010711164,-2.807756992466567,-1.8948012215566397,0.6269196847549128,1.3276455286036817,0.16925903442898152,0.11474636292670923,-1.0128800593870726,0.9862779959474808,-0.22630927247928853,1.6599414254858096,0.6883342490837697,-0.36616429114258775,-0.9087107511785717,0.03187314151153522,0.30589372685671173,0.20730871501728865,-1.1670244676989958,0.5684638798563053,-0.020481161457370143,0.9923785214633206,0.17047845730643163,-0.351484369858306,1.4539835571133193,-0.3130097925045339,0.261177666040385,-0.8616237456974907,0.9761192456007903,-0.540122853276071,0.11493278565552366,0.44985356657439457,0.8609831516012066,-0.3319664139381037,0.3800384415695148,0.09417600622266986,0.8276475214216998,0.5404007719440673
3,3,56,0.8626630782198176,5.75393599725289,1.6440879233870032,2.243056221296638,-3.4384288302474615,-0.40991096856075304,3.3920078201102815,-7.862721499074402,0.11730943366942718,-1.7824247290501816,-2.0647863457101567,-1.4722060204305771,-0.5181393231081359,-1.3538356009939583,1.318136949608209,-1.1665671425722746,-2.007713335369168,-0.16198335508333309,0.6442205048231701,-1.585626954022198,0.04040517688686114,-2.1235180772460667,-0.4414438129347624,2.8442721024622615,-0.5860835077937392,-2.1580067153719953,0.0709846733252571,-0.8486576896924249,-0.8839536904768224,-1.410902262734283,-0.12741139112297767,-0.24160468953407427,0.014982452874494633,-0.4978529783799628,0.7556568138513361,-0.673327063835816,0.24005121035210364,1.4033940504968299,0.3291932788257382,0.12949376874721547,0.11989316571271531,-1.5289351088255492,1.5299978698321792,0.1748113110135477,0.06186326855808233,0.3422897670098788,0.7675362285747552,0.025545302153866467,0.24025958803670958,-0.49130954696678836,-0.6655969281899399,-0.2433929702155671,0.36570443139131065,-0.29002089049641816,0.005484137456657626,-0.25855284043788035
30,41,56,-1.3348525841698409,5.413956973401241,-1.1001045168065737,-1.626485695252441,0.020465073852023136,-0.9657592327705671,-0.7588243271598759,-1.1244110810386372,2.2632939187405516,-1.881882895373846,3.4933222181435393,2.1061259009607287,-0.11552387788168214,0.14807345446823744,0.13132905967812666,-2.2986820728831563,-2.1621363617793263,2.0418551629271477,0.6973671879621214,0.6981901199777659,0.9231728322225831,-1.1295227729804427,0.6365621072273607,-0.6153048640190761,0.06829847894441422,0.782894118030993,1.1826546078977662,0.5045150213414452,-0.44084085618444235,-1.1115995116871167,-0.913226833982529,-1.0404024117433355,-0.6122922535627111,0.5769323421766315,1.7316242014483676,2.1936321901946254,-1.2731162183984348,-0.4916788684313786,0.8324669346531074,-1.6240613436034883,0.11970302230235505,-0.3919714261814983,0.663263776172919,-0.414845147935996,-0.8028864720291695,0.5449160192455176,-0.42284313142872515,-0.24944657967079523,-0.794291945003145,0.8335311123041848,-0.02967377220944542,1.0616822949327622,0.45537832490322755,0.40046880209773444,-0.036337318276954626,0.011417902804284553
5,5,56,-0.4010120940839108,1.8842050383930404,6.889427366974101,-0.2498571494985933,-1.3263376675992313,2.755106664496686,-4.844767249158085,0.7478244920699094,0.9744305523365121,0.3117673063395112,-1.7724325619133339,-0.08494414572261673,-0.2589199369448928,-0.8605031722656864,2.2970413946998485,-1.7754710497577324,-2.186912339720779,0.1471867629024346,-0.09864141050364285,0.46340833018859695,-0.13645742283443127,-0.21516794074098894,1.0158050569953074,-0.23847094227528395,-0.8572402442351207,-1.5686828256786052,-1.194786678090039,-2.14838525729149,-1.4233288351908482,0.3257317963878301,0.6762087281783875,-0.11156443411261445,-0.487894918424623,0.7367434471019529,-1.3025149434199557,-0.24461575258586896,-0.8428991368342491,0.35104896929157925,0.2082526577461967,0.06951753491048711,0.26140217514307673,-0.7734606142638848,0.03211213922352797,-1.033315059014012,0.3865346492230249,-0.5018341817344932,0.1494200461586873,-0.03054533451949182,0.38173776945389376,-0.13035037994691248,1.0222798701803506,-0.3099414053805461,0.40605380255333656,0.10203709588710078,0.41991901194078973,0.08017560445933636
5,5,56,-6.176530786209206,4.008155836532255,4.988890538390506,-0.5254252293251637,0.7583970043934959,2.2400905222259095,-2.5221727304987733,2.2229579578885676,0.46443536778098365,-1.6037844705037703,-1.9789443326314433,1.4058367941297687,0.9275783672206738,2.5722482013777537,0.4629803019701436,0.9311014482034612,-3.7682593086739877,-1.9559886502977433,-0.9790454077897838,-1.140972530322938,-0.504290096880618,0.8476105827760867,-0.590017865825719,0.7702494870108597,0.8844111598183484,0.2346635543873776,0.6240940905576748,-2.404958578263369,-0.6333995354406754,0.03056860486980028,-0.1399213008879271,0.16435984166681994,-0.4571204627008183,1.2597814180749884,-0.5880675387904306,-1.133349726144125,-0.28388013222268915,-0.41247483103090005,0.651202428490288,-0.9694452408961947,-0.08491188391974372,-0.39136621759622475,-0.4433973960850187,-1.0509803076898017,0.6166271623344283,-0.24988152035432787,-0.5596401143340051,-0.5946847284539228,-0.2561954559592002,0.9215712099203549,-0.04058668551392047,0.2552897348584721,-0.2744723796088259,-0.5974686594418683,0.2189913719580913,0.26863466725000246
5,5,56,-2.613260001927791,-0.08152877217045153,0.7591414262897427,4.024017534303182,-0.2842326460791671,-3.989717169069461,-0.30629025674053384,0.23130834181840815,0.13440962655490316,0.9161723943285143,-0.2751866852935243,3.768127679246172,-1.5657615157439517,2.3196622559970357,-0.41647078535447773,1.1190168987260596,-0.15326019147669231,-0.6958313850848081,-0.5515762307577247,-0.7192748767148763,-0.30663883275252973,0.8076356375597376,0.494498641779606,-0.314749052382032,0.28822236943867746,0.5243891004000236,-1.326192608254565,-2.1273346269935383,-0.522945587926446,-0.6461587626496056,0.11014788546916615,-0.31479376341867416,-1.0492679181197018,-0.047234177014533016,-0.08628507883314526,-1.3418139804004956,-0.062104278090130215,-0.7543099220777342,-0.44411011478592444,-0.546727207296322,-0.14403071398149073,-0.08185290263530105,0.06662753863325487,0.30735998468608017,0.105018945922402,0.7804304207770189,0.7856628017377518,-0.3034499664547258,-0.008265574313946093,-0.21057599424188325,-0.322479365374561,0.25506307498986747,-0.12604167634665048,-0.2475695993606048,-0.15742927714519378,0.21951543543328728
5,5,56,-2.175079835170407,3.783182007467615,8.200152352309392,0.61531240690637,-0.8059381981613138,2.5398531956117867,-4.246967312906031,-0.9977255132055315,0.8815145410173876,1.2936692229030577,-1.9713068134294918,-0.8748364432369666,0.14883497564821108,-1.0683513113572414,2.32500276412641,-0.4307168773660997,-1.0045655077074078,-0.586849235993563,-0.2053440837712755,-1.1198376356189361,-0.14932872349220783,-0.9099040486647748,-0.3740205305984687,0.9243719735559878,1.079281201911881,-2.754595840892104,-0.4169905168183519,-2.1974173683196776,-1.5945224922528791,0.1335063743637903,0.38706390010423214,0.5297988725867383,-0.6189977648836653,-0.4019655956156815,-0.5138599446839586,-0.15579507840157766,-1.0961628429468089,-2.168584068518642,-0.29409257234872116,0.1186374262432686,0.30490471014245407,-0.494336143964011,0.7970972808050892,0.3052993369981131,0.40433922004963285,-0.7440301750503665,-0.5640432735345524,-0.42907729597350464,0.35425099304888147,-0.19685653350330834,-0.09251477556312959,-0.08374139043609154,0.0796501058166673,-0.4463712317935697,-0.13999591928903446,0.32703499784556317
