Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,new_feature_1,new_feature_2,new_feature_3,new_feature_4,new_feature_5,new_feature_6,new_feature_7,new_feature_8,new_feature_9,new_feature_10,new_feature_11,new_feature_12,new_feature_13,new_feature_14,new_feature_15,new_feature_16,new_feature_17,new_feature_18,new_feature_19,new_feature_20,new_feature_21,new_feature_22,new_feature_23,new_feature_24,new_feature_25,new_feature_26,new_feature_27,new_feature_28,new_feature_29,new_feature_30,new_feature_31,new_feature_32,new_feature_33,new_feature_34,new_feature_35,new_feature_36,new_feature_37,new_feature_38,new_feature_39,new_feature_40,new_feature_41,new_feature_42,new_feature_43,new_feature_44,new_feature_45,new_feature_46,new_feature_47,new_feature_48,new_feature_49,new_feature_50,new_feature_51,new_feature_52,new_feature_53,new_feature_54,new_feature_55,new_feature_56,new_feature_57
1,1,57,6.687154970127711,-0.3454545859853601,-6.5439059714309815,-0.23242379612549505,2.292476172686581,5.926199425385132,-1.8819534529119035,1.065513249268696,-2.165643237979557,-1.0151484468939556,1.7192296683114983,-2.5229818625540155,-0.1894009345269785,-1.0803273257859913,1.0666735389162934,-0.0006073487147348046,2.3066593509729385,-3.1786380656060875,-2.0309465292388906,-2.329460457073918,1.5626742507989382,-0.391496780235759,-2.4915330722105895,1.2354027415443993,-1.3580504407199316,-0.5938073147776732,0.043416559701127254,0.8731304266302995,0.4517656983377084,0.19201025475521105,1.212622065042395,0.01692628099796726,-0.369762301714306,-1.8548147554346828,0.6549194075341793,0.8402557747961026,-0.115843658483452,-1.4021933507037694,0.6516155369663206,0.5733539102423465,0.6586500550677427,0.26607142040140225,-0.5855498257964651,-0.9105680770989406,0.8124908256707764,-1.013497786674409,0.6174490697305048,-0.14329836032179627,-0.5297663591908032,-0.6337601187304982,-0.3511413555102998,0.6462944365421586,0.8001562298537536,-0.12737497998067202,0.24876829637235665,0.025567849141242733,0.4297915166168562
1,1,57,8.208833797824497,8.026290862538554,-6.485307903612488,4.38909365275698,2.575085167421276,-2.6601578096931795,-8.122282442788714,-2.9211885697080064,4.0466661524501655,0.09080708561446175,-2.2801307656909398,-1.3431181621527828,-1.1726078622541671,0.6972141274841316,3.157760956728509,-0.02889377695956898,2.436006895587301,-3.925943651098886,-0.1935965088937006,-0.27823259099728864,1.3612530130052058,-1.4186881669662954,-1.367893845065905,1.450543171580878,-2.030572077174745,1.2950239904984215,0.36831539786382317,1.5701321089379277,1.0343512683111862,0.8102517432590641,1.187220671576273,0.00347570291492609,1.0536794029683554,1.3489046348900857,-1.0741357280502306,1.2130014593565452,1.424805457437331,1.1000468393646905,-0.22445589435436852,0.6496593706944966,0.10927834651288894,-0.2073680626520465,-0.8261370690320695,0.22951985484921844,-1.5172764047605953,-0.6123655781686728,0.6617584781044463,0.38157086998140544,0.18305137148001918,-0.015545168084565,-0.07078365543796161,1.2969421531425052,0.4631836278753672,-0.1819706033740511,0.043387590230206295,0.6255313872255622,-0.16203732506060947
1,1,57,3.081758873904015,4.513830890661661,-3.4448089876733823,-0.3785376556759783,-0.033492469602420895,-5.8377594142386515,-4.693994386580561,-0.9135761451967133,-0.30528055338889143,2.1860201472612513,0.2971937460336587,-1.2336154422569767,-1.8874951218511673,-0.1963232911648654,2.3559523429285067,-0.8557480259458249,4.818282077550675,-3.5982189390765127,-0.12509504047256928,-1.2081520326529493,3.0515342775978684,-1.2953370713153916,0.5625427738264092,1.090795486247308,-1.504790123141228,-1.2841981635668893,1.7996910582627237,-0.4837490216218717,1.3558681485550252,2.010469135953659,-0.32180570762436883,0.6231126881805698,1.4165982621116087,-0.5532703919664258,-1.0761202116758186,-0.4472407595363565,0.8776690450071456,0.3690190026660761,-0.16135866388348596,1.003017237159925,1.2134270714378963,0.09113031846371782,-0.38018430520753826,0.40202378014994306,-0.7502412649999813,-0.17089377396111735,0.16763662471634935,1.372897697647558,0.40104397397260644,0.7230754482641965,-0.15793948463008256,0.3012622413496409,0.2125005270140212,0.5713878325385169,0.4660916242231676,-0.12859512401664977,-0.9370306770217818
1,1,57,5.574049378077651,0.7328950682023447,2.986661120275704,4.048778185683419,0.17925995239245604,1.5166571564328017,-5.297824085640455,2.5487915306863704,2.039149947765326,-0.8111043812416977,-2.863518735648682,3.1193958489746874,-2.170407881776383,-0.18297014393532754,0.6447577443106869,-0.8420533259220973,5.791756611760884,-1.9539207931549978,-3.0796465288150334,-2.2912759618597573,1.777320709292104,-1.8948012215566397,0.6269196847549128,4.134975931648015,-1.738051515196608,-1.4299322832069687,-0.9095902634675701,0.9862779959474808,-0.22630927247928853,1.6599414254858096,-0.27614997410776015,-1.4753727461679884,-0.18761117811870917,-0.9087107511785717,0.03187314151153522,0.20730871501728865,-1.1670244676989958,0.5684638798563053,-0.020481161457370143,0.9923785214633206,1.2108828150483375,0.22482940872414522,-0.06203971226032878,-0.5475271774972237,-1.041606124624204,0.4643479754025295,1.5146813776693726,1.0835287149948303,-0.8616237456974907,0.02304525077902147,0.44985356657439457,0.8609831516012066,0.18606821566845122,0.2430705156456259,-0.18586950115463732,0.8276475214216998,0.21656917222234018
1,1,57,5.75393599725289,2.243056221296638,-3.4384288302474615,-0.40991096856075304,3.3920078201102815,0.9621008996677077,-7.862721499074402,0.9997078732261261,-0.7118985141103028,-2.0647863457101567,0.036686968624385974,-1.4722060204305771,-0.5181393231081359,-1.3538356009939583,4.536022112411009,0.37402016722309783,1.318136949608209,0.27051427959137203,2.05181175426021,-2.007713335369168,-0.16198335508333309,-2.1235180772460667,-0.4414438129347624,-0.8393949100388325,1.102607629386731,-0.7730488163635743,-0.1674792210241624,-0.8486576896924249,-0.8839536904768224,-1.410902262734283,-0.20995332573822395,0.8405287673281168,0.7631619864024758,0.014982452874494633,-0.4978529783799628,-0.673327063835816,0.24005121035210364,1.4033940504968299,0.3291932788257382,0.12949376874721547,1.0466950170900815,-0.3547764105211492,0.5499835016409886,0.11560942210181159,-0.3625872780478186,-0.06162600232611552,0.2353767975832795,-0.06013784732877406,0.3422897670098788,0.07978302968518934,-0.49130954696678836,-0.6655969281899399,-0.3661980850171712,-0.3372628366547859,-0.21954229684492788,0.005484137456657626,-0.03732425814685785
1,1,57,5.413956973401241,-1.626485695252441,0.020465073852023136,-0.9657592327705671,-0.7588243271598759,4.582022340497795,-1.1244110810386372,2.1125799826301686,-1.289686221469626,3.4933222181435393,-1.7991535829998273,2.1061259009607287,-0.11552387788168214,0.14807345446823744,-1.3326010608967658,3.982724728533291,0.13132905967812666,-2.1062069890085677,0.1567132001852631,-2.1621363617793263,2.0418551629271477,-1.1295227729804427,0.6365621072273607,1.2589325062302377,-0.7406637683763843,-1.0909455469477713,1.5644681673937912,0.5045150213414452,-0.44084085618444235,-1.1115995116871167,0.7962570211627658,-0.49326552654977535,0.35254318009523594,-0.6122922535627111,0.5769323421766315,2.1936321901946254,-1.2731162183984348,-0.4916788684313786,0.8324669346531074,-1.6240613436034883,-0.025117481705943016,-0.2917667855636028,-0.27021984470764815,-0.3949834328516442,-0.18811691615892492,0.7005813766546803,0.43241611473472424,0.7968099195770384,0.5449160192455176,0.40689864386983515,0.8335311123041848,-0.02967377220944542,-0.166342112708112,0.4755036966363292,-0.2665231206260552,-0.036337318276954626,0.37817154547162707
1,1,57,1.8842050383930404,-0.2498571494985933,-1.3263376675992313,2.755106664496686,-4.844767249158085,-2.508430218924138,0.7478244920699094,0.8302013881341905,1.4942424533429857,-1.7724325619133339,-3.2089227860419696,-0.08494414572261673,-0.2589199369448928,-0.8605031722656864,-1.0905565196894957,0.804330020669172,2.2970413946998485,-0.7561891739283083,-1.3559032920602825,-2.186912339720779,0.1471867629024346,-0.21516794074098894,1.0158050569953074,0.5117646895582837,0.22546702985215156,0.10448575551751614,-2.089119509543297,-2.14838525729149,-1.4233288351908482,0.3257317963878301,0.6851972404216407,-0.34629884432723756,-0.7758742527100257,-0.487894918424623,0.7367434471019529,-0.24461575258586896,-0.8428991368342491,0.35104896929157925,0.2082526577461967,0.06951753491048711,0.7765395843068674,-0.29906343190284207,0.6346776078853511,1.024077026996262,-0.08276892889588625,0.08907299778092058,0.4696576244709424,0.4697611549551559,-0.5018341817344932,-0.5861479765993955,-0.13035037994691248,1.0222798701803506,-0.2824619867542987,-0.8347997234385942,0.20534079621914014,0.41991901194078973,0.26740370262717583
1,1,57,4.008155836532255,-0.5254252293251637,0.7583970043934959,2.2400905222259095,-2.5221727304987733,0.014333285184313805,2.2229579578885676,0.8540625897474129,0.7617490487145925,-1.9789443326314433,-3.942695141484274,1.4058367941297687,0.9275783672206738,2.5722482013777537,-0.9935981474784795,2.205536956629719,0.4629803019701436,-0.6313686455932807,-0.08216261589572241,-3.7682593086739877,-1.9559886502977433,0.8476105827760867,-0.590017865825719,0.48443512156579843,-0.15938076891041902,-1.0047181106570202,-0.8246093379193593,-2.404958578263369,-0.6333995354406754,0.03056860486980028,-0.2599371474527174,-0.0753267843003565,0.7638322829981926,-0.4571204627008183,1.2597814180749884,-1.133349726144125,-0.28388013222268915,-0.41247483103090005,0.651202428490288,-0.9694452408961947,-0.43117106069964783,0.0010588902955900666,0.0814012506802386,0.03466501478422349,0.659500163681999,0.3866705210908124,0.04807837698999195,0.23215969533426026,-0.24988152035432787,-0.28416781719946116,0.9215712099203549,-0.04058668551392047,-0.29505853835554297,-0.6122869811098434,-0.24009722633048816,0.2189913719580913,0.16925506895386086
1,1,57,-0.08152877217045153,4.024017534303182,-0.2842326460791671,-3.989717169069461,-0.30629025674053384,-1.563067323966182,0.23130834181840815,-0.9296312504469688,2.2127202556033136,-0.2751866852935243,-2.4457668019747056,3.768127679246172,-1.5657615157439517,2.3196622559970357,1.2041343598659948,-1.5998152250285695,-0.41647078535447773,-0.4811354297026744,1.5873632350828948,-0.15326019147669231,-0.6958313850848081,0.8076356375597376,0.494498641779606,2.069946478222048,-1.3745675632108718,-1.5655638747944012,-0.5908054789431502,-2.1273346269935383,-0.522945587926446,-0.6461587626496056,0.37776942041978145,-0.9271146091959762,-0.8551129729729916,-1.0492679181197018,-0.047234177014533016,-1.3418139804004956,-0.062104278090130215,-0.7543099220777342,-0.44411011478592444,-0.546727207296322,-0.1641081245016123,-0.17565493156419304,-0.27497310656496937,0.7034146647683152,0.16372507002674766,0.048315060872142455,0.5981444980424552,-1.3841023749573558,0.7804304207770189,0.09484516248001598,-0.21057599424188325,-0.322479365374561,0.06501741535536287,-0.39694816234753927,0.4642311263062936,-0.15742927714519378,-0.046458428953471784
1,1,57,3.783182007467615,0.61531240690637,-0.8059381981613138,2.5398531956117867,-4.246967312906031,-0.6295830851369033,-0.9977255132055315,1.822389707992362,1.1386909932849096,-1.9713068134294918,-2.242845181220493,-0.8748364432369666,0.14883497564821108,-1.0683513113572414,-1.513176101413216,1.1593187976776593,2.32500276412641,0.08178454878820737,1.221699837615529,-1.0045655077074078,-0.586849235993563,-0.9099040486647748,-0.3740205305984687,0.25883863248112604,-1.420178107697207,-0.640393839239536,-0.9348445766271472,-2.1974173683196776,-1.5945224922528791,0.1335063743637903,0.5339135627253347,-0.8675400647322928,0.17741388571743727,-0.6189977648836653,-0.4019655956156815,-0.15579507840157766,-1.0961628429468089,-2.168584068518642,-0.29409257234872116,0.1186374262432686,0.22949016142434495,0.0021008284619093175,-0.006572566424157411,0.334797298028431,-0.052801500537890275,0.014036193740890797,-0.20836112464239281,-0.003963416657409955,-0.7440301750503665,-0.27062244425071114,-0.19685653350330834,-0.09251477556312959,-0.32893097318592196,-0.09715269766740613,0.0861826984168527,-0.13999591928903446,-0.17424394375877625
